1,2,3,4,5,6,7
232064224.6,8547444.0,958496.8,79947266.5,153184134.8,4195328.1,1
51311345.2,2760772.7,-3388915.8,6003616.8,11046982.0,552383.2,1
42240722.0,3382359.4,-885986.6,2124489.7,12722675.8,1288667.2,-1
290904019.5,18430232.0,131774.1,151447721.4,199818385.7,10634527.2,1
2230771.6,401044.1,111200.4,1665238.5,1713122.6,155214.5,1
83664317.5,11622970.3,5087933.8,58159939.4,67524499.8,10057393.9,1
688721.8,233199.6,18970.6,432818.6,450380.0,52231.1,1
525247759.0,31462233.4,11668227.5,224951854.1,250575117.4,22345330.9,1
704257.5,259957.2,774.1,369339.3,389053.9,48776.7,1
18795294.4,2148544.6,429257.0,13796370.1,15574024.4,943265.5,1
429944.7,187414.2,20914.8,60353.6,181685.7,3398.2,1
17479252.2,2048822.5,520342.5,11722945.5,14744127.2,948631.4,1
2455642.1,240747.0,-41575.5,1699604.4,2180435.4,129144.9,1
579981.2,205946.5,-2517.8,325398.7,358810.1,40811.8,1
5519861.4,1036020.4,620464.0,3672973.9,3951962.6,181693.0,1
5504237.7,1266062.1,20628.3,3702569.2,3787002.3,359899.7,1
5194386.5,688224.4,20804.2,4062108.2,4311975.0,342771.2,1
26805612.1,2519369.9,282277.6,17368761.8,22418411.9,1732082.3,1
2430659.4,716138.0,93549.3,1540951.9,1611660.7,115021.8,1
59319026.8,6361575.5,2037521.2,40328419.4,43555585.2,2686827.3,1
1510380.8,550065.7,70151.6,889753.1,909654.1,55015.6,1
10507612.9,992022.5,36328.7,7400610.9,8868297.5,561517.0,1
530281.9,212426.0,-7932.6,268660.0,309845.7,22379.3,1
593602.9,388400.2,4955.7,145971.9,151811.6,18986.8,1
953386.6,450065.0,51675.0,434216.9,449244.8,53272.8,1
56498306.0,6723414.3,2657942.5,40600899.6,45957850.1,5202683.7,1
5723905.0,718449.2,336271.5,3232919.4,3486265.3,164545.2,1
1340935.2,325416.2,6900.5,916104.7,943186.4,98790.3,1
875969.6,250277.4,11322.7,538536.1,586201.1,62018.6,1
4570275.6,2003814.3,-137393.8,2357538.2,2496807.7,653439.9,1
35129106.4,4201247.4,1462649.1,26524106.4,28589025.3,2118182.1,1
2347857.3,963425.9,9861.1,851157.4,1357540.9,104604.9,-1
834111.0,272597.4,30943.4,516137.4,524427.2,38869.3,1
1874366.4,235143.6,-83354.5,1031950.6,1231854.4,118905.9,1
1084453.8,268641.8,-11191.2,634323.7,663041.5,74768.0,1
1124377.3,228631.0,11312.2,863986.9,877284.5,49357.6,1
999037.9,229590.5,411.9,501874.0,705933.0,165676.3,1
10477070.9,877514.3,90676.9,6939181.7,7501951.7,406141.0,1
665525.6,243013.7,16594.2,410298.0,415276.1,20756.7,1
2792138.6,607882.2,51444.7,1703570.0,2126150.5,174021.2,1
13013741.5,1048260.9,-228883.0,8764743.9,9004148.0,226468.9,1
69406405.7,4988753.2,1258334.6,52288562.1,55211422.3,2088887.3,1
92368868.4,5756889.0,766109.4,65247563.2,76606863.7,3623951.7,1
1684715.9,269966.8,18415.4,1199888.9,1235594.5,91426.7,1
2774969.1,527665.9,188912.6,1423079.2,1615483.4,67204.6,1
1420320.3,294202.8,59795.2,971479.9,1051991.3,86367.3,1
11650158.9,4086936.3,510976.6,5554588.2,6863573.6,168884.8,1
38582669.3,5254806.1,1974309.8,26355271.2,27607363.7,2325103.5,1
24703152.2,2303735.7,1414626.2,22050401.7,22335141.5,1401572.9,1
21502093.5,2983983.7,662457.3,12112858.7,18012689.7,583371.6,1
67216947.9,4712043.9,-7614186.4,8492464.0,25902570.3,1585999.1,1
9657687.0,708329.2,120023.0,6934601.7,8689816.9,1104777.6,1
344043.6,239703.0,1557.3,66304.8,77352.6,18097.7,1
231950.0,198065.1,8151.2,616.9,33718.2,2835.1,1
24095291.1,-9218596.6,-5259069.3,2014542.5,16678541.4,149186.3,-1
4587053.9,543909.9,10283.3,3518437.4,3661481.4,288722.3,1
2498474.0,240643.5,-165157.3,1419482.4,1487169.8,91559.2,1
1076448.8,293139.8,10249.0,661695.8,748980.6,232059.2,1
1770324.6,342574.4,40833.3,324954.3,1244808.1,9886.6,1
1692910.2,402770.7,64214.3,874457.8,1278126.8,46949.2,1
998060.8,219162.6,7876.6,690213.4,709150.9,222491.0,1
1438658.2,309805.0,34992.1,1095499.8,1107243.8,118298.2,1
2775845.3,323140.7,19179.0,2179562.9,2351455.3,179301.3,1
941813.3,313458.6,22418.2,469750.9,616843.8,11975.9,1
10158308.5,348305.2,64025.9,8702972.9,9012486.0,282510.0,1
1840249.8,248712.8,41151.3,1520871.7,1554334.2,275060.3,1
1045094.6,530206.5,46748.1,359673.7,484586.4,83557.9,1
619782.5,214410.6,3285.5,318526.9,323368.6,23186.9,1
320722.4,72102.1,-108714.0,57858.8,89310.6,2808.0,-1
3522608.5,366252.0,43016.1,3126774.1,3153682.5,100441.8,1
2034797.9,538187.7,74259.1,1145004.9,1495412.1,57562.1,1
961863.9,215409.1,5084.9,729136.1,740824.6,101163.4,1
247781.9,226969.2,-4612.0,18184.8,20187.0,3102.7,1
989930.5,322213.4,10465.3,586826.4,611823.5,15524.5,1
306002.6,248583.0,36757.9,36555.3,56495.9,172.4,1
268400.2,210234.4,6102.0,10894.7,13587.4,14130.5,1
1443873.2,272644.9,7971.5,1055473.1,1092352.7,202582.6,1
993333.1,212661.1,887.1,731994.5,760929.4,222848.7,1
