1,2,3,4,5,6,7,8,9,10,11,12,13
0.196,2.586691103234946,0.0,0.002,152.5,198.52,1.5,2.29,45.98,107.16,50.45,0.16894171564403157,1
0.103,1.0743790130590205,0.002,0.017,105.86,102.19,11.83,12.31,203.21,154.51,104.07,0.10058445738576538,1
0.048,5.479963640585618,0.002,0.033,216.82,149.91,14.9,27.85,62.7,127.78,0.0,0.04083681968957271,1
0.392,0.684866937958608,0.015,0.04,146.48,145.84,94.88,132.0,81.64,132.37,143.57,0.3337631832916331,1
0.454,1.2628488999485437,0.048,0.105,104.88,92.44,72.32,67.87,191.38,95.52,0.0,0.3972379614612953,1
0.087,1.581610164767617,0.0,0.004,154.86,164.95,1.88,2.91,49.62,112.0,0.0,0.07672260927362747,1
0.189,0.5660003358636015,0.01,0.051,171.63,233.17,27.48,44.75,124.03,140.03,41.53,0.09264486318142409,1
0.048,10.101915285417922,0.005,0.097,225.52,139.83,49.4,112.84,33.74,109.55,75350.41,0.041811223920174,1
0.829,0.5589670131278978,-0.03,-0.036,103.28,160.16,39.23,41.6,230.95,151.78,0.0,0.8052752493233469,1
0.124,1.2292514006058093,0.005,0.042,187.99,200.07,53.38,136.88,12.75,104.81,121.55,0.10624386024371986,1
0.689,0.35699761681461456,0.005,0.008,100.8,98.5,13.82,13.83,14.23,100.03,151.7,0.6275940169412114,1
0.655,0.7408571266201421,0.006,0.009,104.3,159.54,26.62,27.52,173.51,100.23,0.0,0.6060746277772897,1
0.099,2.8012757252386113,0.004,0.044,169.36,154.57,108.15,174.4,56.44,95.43,0.0,0.08526400426098348,1
0.11,5.808482603885986,0.018,0.164,166.63,176.52,10.22,33.76,48.45,114.59,0.0,0.09398803509448059,1
