1,2,3,4,5,6,7
246876985.9,10004336.4,-5593979.2,114640731.7,182509236.1,4217270.0,1
29272522.9,2726117.1,-451516.4,35123.9,4339648.9,238000.1,1
268752653.8,21986105.7,2831702.2,184886207.4,213729732.0,15294209.2,1
7664343.5,582042.7,84455.9,5181465.7,6769996.5,499819.4,1
113628316.5,12891675.6,4074829.7,88163375.9,98656244.4,13854050.6,1
1580217.9,247795.9,3711.5,1220911.4,1327606.3,87254.3,1
568244263.3,53827633.3,25305937.8,309536165.8,333111940.7,27029630.2,1
882251.5,270129.9,5011.6,527586.6,549327.2,61957.8,1
24656099.1,2963867.4,364732.9,17143061.1,21030830.9,1170120.8,1
510981.9,202033.2,2645.2,124909.6,279994.8,7421.1,1
26173800.3,3121583.0,531227.4,18110379.3,22106547.0,976046.0,1
5042548.3,422871.7,34544.6,2775832.6,4559500.0,242825.5,1
708915.3,206696.1,52.6,416194.3,488841.7,70227.5,1
10878787.0,1267904.2,333047.7,7588332.0,7957948.9,344572.5,1
4600867.8,1266172.1,3331.2,2473639.2,3042943.4,323149.1,1
8567433.5,864215.1,101180.3,6867368.9,7620335.5,440310.7,1
37439297.9,3143668.5,314541.3,26598610.7,33030235.6,1991693.6,1
3314134.1,822702.8,62435.4,2254256.3,2406076.3,128536.7,1
80871344.0,9709712.4,2633794.1,57307480.3,65554241.3,3953195.0,1
1963748.1,605949.7,44086.7,1259603.6,1322953.1,123414.4,1
10811866.8,892044.9,24080.2,7142469.7,8995958.1,462494.1,1
1104701.8,191539.8,32527.8,547016.2,887222.2,59139.5,1
468758.9,255883.0,-98869.2,203363.0,211299.0,15599.1,1
1499357.9,453059.5,4313.9,908745.7,975581.3,46692.3,1
74843860.6,8088952.5,1310039.8,62384588.5,64432824.6,6769231.8,1
7914040.4,932042.3,225073.5,3763956.8,4162204.5,104496.4,1
1389390.1,311030.3,659.3,988950.5,1007589.1,84556.1,1
1302062.9,248482.3,1244.9,706823.3,981265.6,51845.5,1
7722414.7,1718333.1,-184167.3,5422863.5,5945645.0,399535.5,1
52053778.9,6100741.2,927294.4,42352596.9,44307605.1,2527832.8,1
1110614.6,356386.3,37943.7,641927.4,731637.4,43912.1,1
1360078.2,218626.9,4753.4,792757.2,1027659.1,17744.4,-1
891338.9,241351.7,-36609.4,516522.3,547818.1,38976.0,1
3131094.7,290488.3,42286.7,2455911.2,2823180.4,203501.8,1
2125740.7,367712.3,111274.1,1535079.7,1651611.4,319425.8,1
36881607.0,2611108.7,637249.6,27375256.4,31307422.3,1136015.6,1
956983.7,233459.3,-29626.7,661321.6,671672.4,22193.9,1
4150968.1,653341.5,12471.1,2452283.4,3437626.0,192902.7,1
16454587.8,1463871.4,252359.7,9421490.8,11563766.9,131166.6,1
112392532.7,9679362.7,1209665.9,74122065.0,87811426.0,7228506.4,1
151403320.3,8568716.8,542762.3,126570817.5,134114064.0,7684868.6,1
3205981.0,337999.5,28048.4,2143884.6,2544331.7,456104.3,1
3586646.7,620247.8,40178.4,2077731.7,2270212.5,196982.1,1
1847584.5,361252.6,10523.0,987946.4,1423334.4,133893.2,1
12174521.7,3954157.6,378197.8,7343166.7,7570817.1,248196.6,1
62824339.5,9571560.7,1733722.3,47617137.8,49394622.0,3551197.0,1
28008563.4,2512027.5,1332446.1,25062859.4,25341624.1,1079.6,1
27796241.1,3787999.6,542192.6,18245120.5,23349239.8,1104481.2,1
64534400.9,9401633.5,932507.5,5603769.3,20536699.1,2004024.2,1
16571868.5,1031666.1,149379.4,14448222.4,15289594.5,1385920.8,1
392758.2,244894.3,142.8,133815.7,139095.7,25652.0,1
451199.1,172582.1,-21074.2,96760.8,277694.4,7802.6,1
4635523.6,598453.1,35230.1,3273076.3,3430768.7,200513.3,1
2623353.8,366385.9,1122.8,1901706.6,2103880.2,112993.1,1
2826117.8,331600.3,55730.1,2022458.3,2415540.9,408798.4,1
964750.6,421475.7,27725.1,360774.7,486487.5,6332.9,1
2085030.4,447276.1,20305.3,1070604.0,1621364.5,100484.3,1
1976152.9,234119.9,13517.3,1550864.3,1697376.5,378712.7,1
1881596.1,321334.9,10141.1,1535407.8,1555475.7,217287.9,1
5580969.1,505891.4,110394.9,4027876.8,4889087.4,284420.9,1
1740514.9,340495.7,596.0,903515.0,1377061.3,26677.2,1
3996947.3,412513.3,7163.3,2152767.5,2582965.8,230362.8,1
6668073.6,318327.7,10511.6,3894455.7,6153231.3,527478.1,1
1400792.8,548755.9,21707.2,279207.4,831475.6,94567.4,1
624675.9,283350.5,29801.5,196586.0,212014.2,13259.2,1
4256839.1,370952.3,1301.8,3836418.8,3883328.3,70362.1,1
3399023.1,640869.2,32950.6,2525820.2,2757125.0,137137.5,1
4769543.9,226823.1,22011.6,2568816.4,4534783.0,197731.2,1
249204.5,206628.8,-7470.0,31830.0,41260.8,6197.9,1
1975095.5,244238.4,10260.2,789621.6,1697211.7,5885.6,1
384824.9,265024.9,2066.0,98553.7,119624.7,879.9,1
334651.8,219163.7,1928.6,42249.9,58994.0,50326.9,1
2952557.8,293751.2,12845.6,2060326.0,2571145.1,277618.1,1
2328525.7,255666.8,41931.4,1354780.8,2054575.7,183397.3,1
